date,Source,Target,revpct_min,revpct_avg,revpct_med,revpct_max,delta_raw,Weight
2019-12-31,"000LMZ-E","000BDW-E",,,,,.011765532,""
2019-12-31,"000KYG-E","000BFS-E",,,,,.0041628769,""
2019-12-31,"002Q2X-E","000BFS-E",,,,,.0017556723,""
2019-12-31,"05L396-E","000BFS-E",,,,,1,"1.0"
2019-12-31,"000Y55-E","000BFS-E",,,,,.0055674664,""
2019-12-31,"000FC8-E","000BFS-E",,,,,.013280036,"0.013416166208488204"
2019-12-31,"002YCC-E","000BFS-E",,,,,.01129871,"0.012125344811226542"
2019-12-31,"05HWQV-E","000BFS-E",,,,,.020676225,"0.020676374105479452"
2019-12-31,"00DZZ3-E","000BFS-E",,,,,.012767514,"0.025706244440124367"
2019-12-31,"0034R9-E","000BFS-E",,,,,.022890961,"0.02304306634878492"
2019-12-31,"000C32-E","000BFS-E",,,,,.010270401,"0.012681406980239963"
2019-12-31,"000KYG-E","000BFT-E",,,,,.00030657253,""
2019-12-31,"000VPP-E","000BFT-E",,,,,.00018253196,""
2019-12-31,"000FFS-E","000BFT-E",,,,,.0094841253,""
2019-12-31,"000TCK-E","000BFT-E",,,,,.001317124,""
2019-12-31,"05WSLG-E","000BFT-E",,,,,.27018201,"0.2701820136945143"
2019-12-31,"000P2H-E","000BFT-E",,,,,.000132532,""
2019-12-31,"002MYF-E","000BFT-E",,,,,.0022136827,""
2019-12-31,"000C1W-E","000BFT-E",,,,,.000089933426,""
2019-12-31,"0FM7LR-E","000BFT-E",,,,,.00030117598,""
2019-12-31,"0CRZG8-E","000BFT-E",,,,,.068909124,"0.07104601118572884"
2019-12-31,"000P3W-E","000BFT-E",,,,,.00045604599,""
2019-12-31,"000YVZ-E","000BFT-E",,,,,.00054551981,""
2019-12-31,"0B5S8C-E","000BG2-E",,,,,.0065869354,""
2019-12-31,"000FFH-E","000BG2-E",,,,,.026737297,"0.027637952243384358"
2019-12-31,"073R31-E","000BG2-E",,,,,.020132344,"0.020657521097468302"
2019-12-31,"0014B1-E","000BG2-E",10,10,10,10,.057076555,"0.06030440237899408"
2019-12-31,"001WGT-E","000BG2-E",11,15,15,19,.070327446,"0.07436826570036716"
2019-12-31,"05KK69-E","000BG2-E",,,,,.10467171,"0.10469488484914005"
2019-12-31,"0088RM-E","000BG2-E",,,,,.025081322,"0.02521282340307151"
2019-12-31,"002YB1-E","000BG2-E",12,12,12,12,.054866891,"0.05963973673068781"
2019-12-31,"000KR9-E","000BG2-E",,,,,.013661738,"0.015110726665532183"
2019-12-31,"0073Z4-E","000BG2-E",,,,,.06846983,"0.07008299599719578"
2019-12-31,"070M60-E","000BG2-E",,,,,.0085016331,""
2019-12-31,"000C80-E","000BG2-E",,,,,.10777631,"0.10777630938304236"
2019-12-31,"000HXM-E","000BG2-E",,,,,.010037242,"0.010326659945107354"
2019-12-31,"0JF2TT-E","000BG2-E",,,,,.0031738554,""
2019-12-31,"0BGZ82-E","000BG2-E",,,,,.0066082417,""
2019-12-31,"008K3X-E","000BG2-E",,,,,.01012766,"0.016348156243702446"
2019-12-31,"06LJVN-E","000BG2-E",,,,,.40153962,"0.4596485935331492"
2019-12-31,"000JBM-E","000BG2-E",,,,,.0094323503,""
2019-12-31,"000N2T-E","000BG2-E",,,,,.0027266599,""
2019-12-31,"000TSB-E","000BG2-E",,,,,.0064979699,""
2019-12-31,"07WX1P-E","000BG2-E",,,,,.065430388,"0.06685939893421933"
2019-12-31,"002MVL-E","000BG2-E",,,,,.045205615,"0.04945170679398474"
2019-12-31,"000TN9-E","000BG2-E",,,,,.43884662,"0.438846605197932"
2019-12-31,"000Q98-E","000BG2-E",,,,,.05600144,"0.05824546175006055"
2019-12-31,"006KK9-E","000BG2-E",,,,,.60290653,"0.6029065582381665"
2019-12-31,"05J5TY-E","000BG2-E",,,,,.0087247044,""
2019-12-31,"0018G2-E","000BG2-E",,,,,.012889458,"0.01342884025051638"
2019-12-31,"062YCW-E","000BG2-E",,,,,.041460659,"0.04627963412357663"
2019-12-31,"0LDXT7-E","000BG4-E",,,,,.0024009631,""
2019-12-31,"0755DX-E","000BGD-E",,,,,.057892758,""
2019-12-31,"008QMK-E","000BGZ-E",,,,,,""
2019-12-31,"000Y91-E","000BGZ-E",,,,,,""
2019-12-31,"0014N4-E","000BGZ-E",,,,,,""
2019-12-31,"000PHP-E","000BGZ-E",,,,,,""
2019-12-31,"000VQ3-E","000BGZ-E",,,,,,""
2019-12-31,"000WF5-E","000BGZ-E",,,,,,""
2019-12-31,"000L9G-E","000BGZ-E",,,,,,""
2019-12-31,"0FQCW5-E","000BGZ-E",,,,,,""
2019-12-31,"0D4531-E","000BGZ-E",,,,,,""
2019-12-31,"008MFH-E","000BGZ-E",,,,,,""
2019-12-31,"000T9J-E","000BGZ-E",,,,,,""
2019-12-31,"000VLT-E","000BGZ-E",,,,,,""
2019-12-31,"06FRBD-E","000BGZ-E",,,,,,""
2019-12-31,"002M71-E","000BGZ-E",,,,,,""
2019-12-31,"062SK6-E","000BGZ-E",,,,,,""
2019-12-31,"000XSX-E","000BGZ-E",,,,,,""
2019-12-31,"004GT2-E","000BGZ-E",,,,,,""
2019-12-31,"00159F-E","000BGZ-E",,,,,,""
2019-12-31,"0015FQ-E","000BGZ-E",,,,,,""
2019-12-31,"000WJS-E","000BGZ-E",,,,,,""
2019-12-31,"05FMBL-E","000BHL-E",,,,,1,"1.0"
2019-12-31,"074DLQ-E","000BHL-E",,,,,1,"1.0"
2019-12-31,"000CS1-E","000BHL-E",,,,,.000067640816,""
2019-12-31,"0861B5-E","000BHL-E",,,,,1,"1.0"
2019-12-31,"007L5M-E","000BHL-E",,,,,1,"1.0"
2019-12-31,"06MNQP-E","000BJ8-E",,,,,.032893412,""
2019-12-31,"00C9MC-E","000BJT-E",,,,,.0020322648,""
2019-12-31,"07WX1P-E","000BJT-E",,,,,.006411735,""
2019-12-31,"002P44-E","000BJT-E",,,,,.0025795675,""
2019-12-31,"002M0S-E","000BJT-E",,,,,.0011585079,""
2019-12-31,"0B9DTB-E","000BJT-E",,,,,.014197238,"0.019938380836526822"
2019-12-31,"000F2F-E","000BJT-E",,,,,.0017025848,""
2019-12-31,"006F17-E","000BJT-E",,,,,.0012116163,""
2019-12-31,"06WLMB-E","000BJT-E",,,,,.0015593076,""
2019-12-31,"07DCNN-E","000BJT-E",,,,,.00059305277,""
2019-12-31,"070M60-E","000BJT-E",,,,,.00083310239,""
2019-12-31,"0C8LWR-E","000BJT-E",,,,,.013794008,"0.01493993666388987"
2019-12-31,"0GWNQW-E","000BJT-E",,,,,.00084921432,""
2019-12-31,"07D53V-E","000BJT-E",,,,,.00064262719,""
2019-12-31,"005YPB-E","000BJT-E",,,,,.0022642724,""
2019-12-31,"008MWX-E","000BJT-E",,,,,.002421028,""
2019-12-31,"000TSB-E","000BJT-E",,,,,.000636757,""
2019-12-31,"00B5RQ-E","000BJT-E",,,,,.002787827,""
2019-12-31,"008Z0C-E","000BJT-E",,,,,.0014213492,""
2019-12-31,"07B3KF-E","000BJT-E",,,,,.014604734,"0.014604734230589179"
2019-12-31,"002L85-E","000BJT-E",,,,,.0012667557,""
2019-12-31,"0FPWZZ-E","000BJT-E",,,,,.00094526546,""
2019-12-31,"0JF2TT-E","000BJT-E",,,,,.00031101631,""
2019-12-31,"0B5S8C-E","000BJT-E",,,,,.00064547505,""
2019-12-31,"002RVT-E","000BJT-E",,,,,.0029498208,""
2019-12-31,"002GGW-E","000BJT-E",,,,,.0031385908,""
2019-12-31,"0CV6B3-E","000BJT-E",,,,,.0010297364,""
2019-12-31,"005Y6G-E","000BJZ-E",,,,,,""
2019-12-31,"001Q08-E","000BJZ-E",1.3,1.3,1.3,1.3,,""
2019-12-31,"0G4Z33-E","000BJZ-E",,,,,,""
2019-12-31,"008MWX-E","000BJZ-E",,,,,,""
2019-12-31,"0B5S8C-E","000BJZ-E",,,,,,""
2019-12-31,"09N07X-E","000BJZ-E",,,,,,""
2019-12-31,"0BXYRK-E","000BJZ-E",,,,,,""
2019-12-31,"063CBM-E","000BJZ-E",,,,,,""
2019-12-31,"0019ZG-E","000BJZ-E",,,,,,""
2019-12-31,"06SG52-E","000BJZ-E",,,,,,""
2019-12-31,"0CZ9TM-E","000BJZ-E",,,,,,""
2019-12-31,"008Z0C-E","000BJZ-E",,,,,,""
2019-12-31,"0FR6ZB-E","000BK7-E",,,,,.46948573,"0.4694857445331672"
2019-12-31,"0D19CZ-E","000BK7-E",,,,,.38734353,"0.38734353268428373"
2019-12-31,"001LXS-E","000BK7-E",,,,,.032244783,"0.03267724619401015"
2019-12-31,"000D69-E","000BK7-E",,,,,.05231953,"0.053663241195218155"
2019-12-31,"008L5S-E","000BK7-E",,,,,.0070052994,""
2019-12-31,"0FNTCP-E","000BK7-E",,,,,.17879216,""
2019-12-31,"0031TP-E","000BK7-E",,,,,.020651225,"0.021107098383501312"
2019-12-31,"007CG4-E","000BK7-E",,,,,.0028009485,""
2019-12-31,"001Y70-E","000BK7-E",,,,,.018338345,"0.018783934171921896"
2019-12-31,"062YCW-E","000BK7-E",,,,,.014903896,"0.01663617696471906"
2019-12-31,"000SVK-E","000BL5-E",3.7,3.7,3.7,3.7,.09424153,""
2019-12-31,"001DNH-E","000BMH-E",,,,,.093343012,""
2019-12-31,"00FN6X-E","000BMH-E",,,,,.028074222,""
2019-12-31,"073G06-E","000BMJ-E",,,,,.015402031,""
2019-12-31,"05J1P0-E","000BMJ-E",,,,,.053235848,""
2019-12-31,"06MH9R-E","000BMJ-E",,,,,1,""
2019-12-31,"09BTPT-E","000BMJ-E",,,,,1,""
2019-12-31,"05HZJY-E","000BMJ-E",,,,,1,""
2019-12-31,"000XRN-E","000BMJ-E",,,,,.084959053,""
2019-12-31,"098LFN-E","000BMJ-E",,,,,1,""
2019-12-31,"003GSQ-E","000BMJ-E",,,,,1,""
2019-12-31,"098KSS-E","000BMJ-E",,,,,1,""
2019-12-31,"0D37JP-E","000BMJ-E",,,,,1,""
2019-12-31,"0858SK-E","000BMJ-E",,,,,.01856689,""
2019-12-31,"000SZJ-E","000BMJ-E",,,,,.014282296,""
2019-12-31,"08DBYP-E","000BMJ-E",,,,,1,""
2019-12-31,"05HS6D-E","000BMJ-E",,,,,1,""
2019-12-31,"000CXN-E","000BMJ-E",,,,,1,""
2019-12-31,"0KGLCC-E","000BMJ-E",,,,,1,""
2019-12-31,"0091TV-E","000BMJ-E",,,,,.2670334,""
2019-12-31,"000TM7-E","000BMJ-E",,,,,.038615562,""
2019-12-31,"0010XC-E","000BMJ-E",,,,,.25250116,""
2019-12-31,"001D5Q-E","000BMJ-E",,,,,.050941288,""
2019-12-31,"05JKQZ-E","000BMJ-E",,,,,.016547946,""
2019-12-31,"05FTNR-E","000BMJ-E",,,,,1,""
2019-12-31,"05JBPZ-E","000BMJ-E",,,,,.21604718,""
2019-12-31,"000C7T-E","000BMJ-E",,,,,.01741467,""
2019-12-31,"0BD287-E","000BMJ-E",,,,,1,""
2019-12-31,"08QL9B-E","000BMJ-E",,,,,1,""
2019-12-31,"05J1YH-E","000BMJ-E",,,,,1,""
2019-12-31,"0H8Q0X-E","000BMJ-E",,,,,1,""
2019-12-31,"05L2NP-E","000BMJ-E",,,,,1,""
2019-12-31,"05HYTR-E","000BMJ-E",,,,,1,""
2019-12-31,"000TLX-E","000BMJ-E",,,,,.034516294,""
2019-12-31,"093Q02-E","000BMJ-E",,,,,1,""
2019-12-31,"06D80Y-E","000BMJ-E",,,,,1,""
2019-12-31,"08CG33-E","000BMJ-E",,,,,1,""
2019-12-31,"0789R3-E","000BMJ-E",,,,,1,""
2019-12-31,"0CBVXX-E","000BMJ-E",,,,,.34503189,""
2019-12-31,"08G8F4-E","000BMJ-E",,,,,.58415782,""
2019-12-31,"0F0Z6C-E","000BN6-E",,,,,,""
2019-12-31,"000XP9-E","000BN6-E",,,,,,""
2019-12-31,"008XF1-E","000BN6-E",,,,,,""
2019-12-31,"05HG4G-E","000BN6-E",,,,,,""
2019-12-31,"000ZYP-E","000BN8-E",,,,,.01259607,"0.01259606948772057"
2019-12-31,"00152V-E","000BN8-E",,,,,.017130924,"0.017164957911878716"
2019-12-31,"0H2YMH-E","000BNF-E",,,,,,""
2019-12-31,"000BN8-E","000BNF-E",,,,,,""
2019-12-31,"000V63-E","000BNN-E",,,,,.016656945,"0.01678125249782417"
2019-12-31,"00F201-E","000BNN-E",42.400002,42.400002,42.400002,42.400002,.29162967,"0.2916296932999479"
2019-12-31,"000DTT-E","000BNN-E",25,25,25,25,1,"1.0"
2019-12-31,"06PNJ3-E","000BNN-E",26,26,26,26,.31369987,"0.3136998634136491"
2019-12-31,"006S45-E","000BNN-E",,,,,.013284055,"0.013584790071471866"
2019-12-31,"0033TL-E","000BNN-E",,,,,.0082721319,""
2019-12-31,"000ZW7-E","000BNN-E",,,,,.019277841,"0.022023569255609266"
2019-12-31,"000LHL-E","000BNN-E",,,,,.10619442,"0.10833629290026797"
2019-12-31,"003JBV-E","000BNN-E",,,,,.0082641039,""
2019-12-31,"062YCW-E","000BNP-E",,,,,.0012677944,""
2019-12-31,"000WQ5-E","000BNR-E",,,,,,""
2019-12-31,"00DN0Z-E","000BNX-E",,,,,.014265633,""
2019-12-31,"09LDT7-E","000BNX-E",,,,,.11902914,""
2019-12-31,"0092S0-E","000BNX-E",,,,,.055953391,""
2019-12-31,"06GSPR-E","000BNX-E",,,,,.021665698,""
2019-12-31,"05L6CX-E","000BNX-E",,,,,1,""
2019-12-31,"000CYC-E","000BNX-E",,,,,.016769974,""
2019-12-31,"000BFS-E","000BNX-E",,,,,.013535945,""
2019-12-31,"09QT0W-E","000BNX-E",,,,,.12142406,""
2019-12-31,"0C8LWR-E","000BNX-E",,,,,.074493207,""
2019-12-31,"0034V8-E","000BNX-E",,,,,.074037388,""
2019-12-31,"09H30Z-E","000BNX-E",,,,,1,""
2019-12-31,"003KGN-E","000BNX-E",,,,,.024594557,""
2019-12-31,"002P04-E","000BNX-E",,,,,.015480354,""
2019-12-31,"0BTPBK-E","000BNX-E",,,,,.0028824441,""
2019-12-31,"05HG4G-E","000BNX-E",,,,,.027077327,""
2019-12-31,"070M60-E","000BNX-E",,,,,.0044990894,""
2019-12-31,"000WJH-E","000BNX-E",,,,,.06397254,""
2019-12-31,"0H3GW9-E","000BP5-E",,,,,.027244316,"0.027244315412699373"
2019-12-31,"000C87-E","000BP5-E",,,,,.0041509676,""
2019-12-31,"000YLB-E","000BPS-E",,,,,.0013362243,""
2019-12-31,"085KSJ-E","000BQC-E",,,,,1,"1.0"
2019-12-31,"000KW7-E","000BQC-E",,,,,1,"1.0"
2019-12-31,"000C6S-E","000BQC-E",,,,,.9987399,"1.0"
2019-12-31,"000JFZ-E","000BQC-E",,,,,.45652023,"0.9419224176874013"
2019-12-31,"00577Y-E","000BQC-E",,,,,.29038733,"0.5479693721502039"
2019-12-31,"0FPWZZ-E","000BQC-E",,,,,.0067823539,""
2019-12-31,"000PH0-E","000BQC-E",,,,,1,"1.0"
2019-12-31,"0G0L3Q-E","000BQC-E",,,,,.37331063,"0.5479693721502039"
2019-12-31,"0014S3-E","000BQC-E",,,,,.33784598,"0.5479693721502039"
2019-12-31,"000CRY-E","000BQC-E",,,,,.90283448,"1.0"
2019-12-31,"0BT2BZ-E","000BQC-E",,,,,.073078111,"0.19976702014901654"
2019-12-31,"0GPW6G-E","000BQC-E",,,,,.33431125,"1.0"
2019-12-31,"000WQH-E","000BQC-E",,,,,.052512914,"0.07761941733116248"
2019-12-31,"06KX44-E","000BQC-E",,,,,.37279412,"0.5479693721502039"
2019-12-31,"07PPKK-E","000BQC-E",,,,,.96832216,"1.0"
2019-12-31,"001ZYW-E","000BRC-E",,,,,,""
2019-12-31,"0021DS-E","000BRC-E",,,,,,""
2019-12-31,"0GKNY7-E","000BRC-E",,,,,,""
2019-12-31,"05J0FX-E","000BRC-E",,,,,,""
2019-12-31,"002Q21-E","000BRC-E",,,,,,""
2019-12-31,"002J5D-E","000BRC-E",,,,,,""
2019-12-31,"000TCK-E","000BRC-E",,,,,,""
2019-12-31,"000KYG-E","000BRC-E",,,,,,""
2019-12-31,"060ZXV-E","000BRC-E",,,,,,""
2019-12-31,"05MCSG-E","000BT9-E",,,,,7.4224299e-06,""
2019-12-31,"07CQLK-E","000BTB-E",,,,,.045586862,"0.04558686199235214"
2019-12-31,"000DXK-E","000BTB-E",,,,,.030845309,"0.03084530939449847"
2019-12-31,"0031TP-E","000BTB-E",,,,,.0068423403,""
2019-12-31,"00DF8G-E","000BTF-E",,,,,,""
2019-12-31,"0CP6RZ-E","000BV4-E",,,,,1,"1.0"
2019-12-31,"0016WP-E","000BV4-E",,,,,.033101257,"0.036553243262974836"
2019-12-31,"062SDF-E","000BV4-E",,,,,1,"1.0"
2019-12-31,"05XB24-E","000BV4-E",,,,,.39667776,"1.0"
2019-12-31,"05HZ3D-E","000BV4-E",,,,,.25953946,"1.0"
2019-12-31,"09MHY7-E","000BV4-E",,,,,.012552169,"1.0"
2019-12-31,"000R3K-E","000BV4-E",,,,,.0396499,"0.04192630531157163"
2019-12-31,"000RGR-E","000BV4-E",,,,,.0071545863,""
2019-12-31,"000P7W-E","000BVL-E",25,25,25,25,.11015265,""
2019-12-31,"003DT3-E","000BVL-E",,,,,.0083908867,""
2019-12-31,"00DG5C-E","000BVL-E",10.6,10.6,10.6,10.6,.34839988,""
2019-12-31,"0DXDP4-E","000BVL-E",100,100,100,100,1,""
2019-12-31,"0013V2-E","000BVL-E",25,25,25,25,.013824807,""
2019-12-31,"002PHH-E","000BVL-E",,,,,.020962356,""
2019-12-31,"0LKXD0-E","000BVL-E",,,,,.0098768231,""
2019-12-31,"0GZN8P-E","000BVL-E",,,,,.0068238061,""
2019-12-31,"000NST-E","000BVL-E",,,,,.0085402038,""
2019-12-31,"0035YR-E","000BVL-E",,,,,.0073431181,""
2019-12-31,"00FT0G-E","000BVL-E",,,,,.0052405819,""
2019-12-31,"05MM7H-E","000BVL-E",,,,,.002972238,""
2019-12-31,"069818-E","000BVL-E",,,,,.099211887,""
2019-12-31,"0GRGF4-E","000BVL-E",,,,,.0088221878,""
2019-12-31,"0CQHQC-E","000BVL-E",,,,,.011195151,""
2019-12-31,"008K3X-E","000BVL-E",,,,,.0026634536,""
2019-12-31,"001Q08-E","000BVL-E",1,1,1,1,.045957699,""
2019-12-31,"000XKP-E","000BVL-E",,,,,.0029643802,""
2019-12-31,"06KFH3-E","000BVL-E",,,,,.0043660672,""
2019-12-31,"000FFC-E","000BVL-E",,,,,.0037295553,""
2019-12-31,"0BCB35-E","000BVL-E",,,,,.010925799,""
2019-12-31,"07TSJW-E","000BVL-E",,,,,.0034927588,""
2019-12-31,"0GQ689-E","000BVL-E",,,,,.0098768231,""
2019-12-31,"001FP3-E","000BVL-E",,,,,.0023535613,""
2019-12-31,"009DC4-E","000BVL-E",11,11,11,11,.0097918231,""
2019-12-31,"00337D-E","000BVM-E",3.4000001,3.4000001,3.4000001,3.4000001,.092863239,""
2019-12-31,"0801VG-E","000BVM-E",,,,,.0062413416,""
2019-12-31,"000KN2-E","000BVM-E",,,,,.0087003205,""
2019-12-31,"00GP90-E","000BVM-E",,,,,.0025533361,""
2019-12-31,"0JF2TT-E","000BVM-E",,,,,.00069305877,""
2019-12-31,"07MKZ5-E","000BWJ-E",,,,,.99999994,""
2019-12-31,"0014KB-E","000BWJ-E",,,,,.026181016,""
2019-12-31,"0DMX5W-E","000BWJ-E",,,,,.99999994,""
2019-12-31,"0014N5-E","000BWJ-E",,,,,.00071501586,""
2019-12-31,"000FFC-E","000BXZ-E",,,,,.00065140915,""
2019-12-31,"07C4D6-E","000BY1-E",,,,,.080608442,"0.08407409963176021"
2019-12-31,"009M14-E","000BY1-E",,,,,.070685759,"0.10820979879210671"
2019-12-31,"000QTN-E","000BY1-E",,,,,.29778636,"0.29822346532684924"
2019-12-31,"001WC9-E","000BY1-E",,,,,.012111305,"0.014743098591859174"
2019-12-31,"002MJD-E","000BY1-E",,,,,.29926619,"0.35406319349043647"
2019-12-31,"001PZR-E","000BY1-E",,,,,.026506426,"0.028118143324294458"
2019-12-31,"008JWZ-E","000BY1-E",,,,,.027016899,"0.032239459754024855"
2019-12-31,"0011WL-E","000BY1-E",,,,,.04263711,"0.0492155857482798"
2019-12-31,"0F1ZXF-E","000BY1-E",23,23,23,23,.044987872,"0.045316525890810234"
2019-12-31,"0CT449-E","000BY1-E",,,,,.73791432,"1.0"
2019-12-31,"07DCNN-E","000BY1-E",,,,,.0052345013,""
2019-12-31,"000XKP-E","000BY1-E",,,,,.0097493557,""
2019-12-31,"000Z1T-E","000BY1-E",,,,,.13291374,"0.2483307806021086"
2019-12-31,"002Q21-E","000BY1-E",,,,,.23033182,"0.35423693354832836"
2019-12-31,"0KQSGV-E","000BY1-E",,,,,.13291374,"0.2483307806021086"
2019-12-31,"000KYG-E","000BY1-E",,,,,.02404779,"0.029826514264499292"
2019-12-31,"000XWB-E","000BY1-E",,,,,.011257957,"0.013077474556996038"
2019-12-31,"006424-E","000BY1-E",,,,,.10429674,"0.18903545021207246"
2019-12-31,"0GR2P2-E","000BY1-E",,,,,.0307684,"0.033828249645162435"
2019-12-31,"000V9H-E","000BY1-E",,,,,.01498425,"0.01696812241559619"
2019-12-31,"000QTC-E","000BY1-E",,,,,.030364284,"0.03766384136334001"
2019-12-31,"002MX0-E","000BY1-E",10,10,10,10,.038446091,"0.04126841405133764"
2019-12-31,"001FW2-E","000BY1-E",,,,,.047510676,"0.04774203201088641"
2019-12-31,"05HH9B-E","000BY1-E",,,,,.67204899,"0.6720489419316017"
2019-12-31,"000L4J-E","000BY1-E",,,,,.24392995,"0.24392996250591534"
2019-12-31,"05MWWH-E","000BY1-E",,,,,.026963668,"0.03262837706411095"
2019-12-31,"0D4F49-E","000BY1-E",,,,,.039365061,"0.04113089269781184"
2019-12-31,"0GHTSK-E","000BY1-E",,,,,.17436884,"0.21085661404114364"
2019-12-31,"000YV8-E","000BY1-E",8,8,8,8,.040589064,"0.041819397803792006"
2019-12-31,"0D6426-E","000BY1-E",,,,,.026849419,"0.03101654277329828"
2019-12-31,"003KQ9-E","000BY7-E",,,,,.19949062,"0.23907496172133372"
2019-12-31,"07D53V-E","000BY7-E",,,,,.020200538,"0.021865469603746978"
2019-12-31,"002RBQ-E","000BY7-E",,,,,.099419877,"0.10260247865920036"
2019-12-31,"000HH2-E","000BY7-E",,,,,.97114336,"0.9711434283011094"
2019-12-31,"064DQV-E","000BY7-E",,,,,.19032808,"0.19810651182288705"
2019-12-31,"000VTN-E","000BY7-E",,,,,.033510536,"0.03527218191533601"
2019-12-31,"002RVT-E","000BY7-E",,,,,.09272556,"0.09373287799015342"
2019-12-31,"07DCNN-E","000BY7-E",,,,,.018642198,"0.029920304607632252"
2019-12-31,"09HB7M-E","000BY7-E",,,,,.086929962,"0.0883980904753067"
2019-12-31,"003129-E","000BY7-E",,,,,.039428294,"0.04093745309518194"
2019-12-31,"009WJ5-E","000BY7-E",,,,,.054645099,"0.05761187724433447"
2019-12-31,"001YRD-E","000BY7-E",,,,,.3974188,""
2019-12-31,"0073Z4-E","000BY7-E",,,,,.21091093,"0.21588005156154594"
2019-12-31,"00188S-E","000BY7-E",,,,,.02007477,"0.02501635261264434"
2019-12-31,"009LJ1-E","000BY7-E",,,,,.014904603,"0.018052085155963266"
2019-12-31,"001WK1-E","000BY7-E",,,,,.016398113,"0.021320941403855074"
2019-12-31,"00FTH1-E","000BY7-E",,,,,.026519591,"0.028578870317313477"
2019-12-31,"000N2T-E","000BY7-E",,,,,.0083990628,""
2019-12-31,"00B740-E","000BY7-E",,,,,.14965855,"0.1547464660874076"
2019-12-31,"0JF2TT-E","000BY7-E",,,,,.0097765811,""
2019-12-31,"000Q3R-E","000BY7-E",,,,,.10630651,"0.10728646972073162"
2019-12-31,"0DM0KF-E","000BY7-E",7.5,7.5,7.5,7.5,.12317339,"0.12583540949895203"
2019-12-31,"001PPY-E","000BY7-E",16,16,16,16,.41558555,"0.4205842181786139"
2019-12-31,"0051N5-E","000BY7-E",,,,,.14492472,"0.14492621606850065"
2019-12-31,"0BGZ82-E","000BY7-E",,,,,.020355687,"0.026008277094679826"
2019-12-31,"000F2F-E","000BY7-E",,,,,.053519562,"0.05609195832932764"
2019-12-31,"000R9L-E","000BY7-E",,,,,.033793706,"0.0380750133203715"
2019-12-31,"05RK9N-E","000BY7-E",,,,,.67012048,"0.6701204616291804"
2019-12-31,"0JTJ0N-E","000BY7-E",,,,,.34266639,"0.3426663794960155"
2019-12-31,"0025NM-E","000BY7-E",,,,,.021463649,""
2019-12-31,"002GRB-E","000BY7-E",,,,,.061595783,"0.06334178686742814"
2019-12-31,"008K3X-E","000BY7-E",,,,,.031196723,"0.050358018555141514"
2019-12-31,"002DWR-E","000BY7-E",,,,,.10887719,"0.11160213243546577"
2019-12-31,"0018G2-E","000BZ0-E",,,,,,""
2019-12-31,"0BTPBK-E","000BZ0-E",,,,,,""
2019-12-31,"0DK2Y0-E","000BZ0-E",,,,,,""
2019-12-31,"000N2T-E","000BZ0-E",,,,,,""
2019-12-31,"000LRZ-E","000BZ4-E",,,,,.022349542,"0.022349541049690294"
2019-12-31,"000LPL-E","000BZ4-E",1.1799999,1.1799999,1.1799999,1.1799999,.0026921472,""
2019-12-31,"002HJD-E","000BZV-E",,,,,.61131948,"1.0"
2019-12-31,"000CS1-E","000BZV-E",,,,,.02971587,"0.04810931552555887"
2019-12-31,"006VQS-E","000BZV-E",,,,,.091142118,"0.09160762097322674"
2019-12-31,"008K6T-E","000BZV-E",,,,,.039957546,"0.04682555861813888"
2019-12-31,"000LPL-E","000BZV-E",.92000002,.92000002,.92000002,.92000002,.14915505,"0.1520884624279102"
2019-12-31,"0JB8HK-E","000BZV-E",,,,,.17983311,"0.21263029561309882"
2019-12-31,"0DKY7L-E","000BZV-E",,,,,1,"1.0"
2019-12-31,"001F8Q-E","000BZV-E",,,,,.13538726,"0.16418691049432813"
2019-12-31,"07WG05-E","000BZV-E",,,,,.42859492,"0.5677580293108825"
2019-12-31,"008K3X-E","000BZV-E",,,,,.029752247,"0.048026335734968395"
2019-12-31,"0028JG-E","000BZV-E",,,,,.070320107,"0.23371908106298847"
2019-12-31,"000SVP-E","000BZV-E",,,,,.062208932,"0.062385758307183826"
2019-12-31,"000WQH-E","000BZV-E",,,,,.21940883,"0.3243085155743073"
2019-12-31,"000D6V-E","000BZV-E",.5,.69999999,.69999999,.89999998,.15185422,"0.18475256408107374"
2019-12-31,"00894D-E","000BZV-E",,,,,.038800105,"0.05781545827733545"
2019-12-31,"0026VR-E","000BZV-E",.5,.69999999,.69999999,.89999998,.14016701,"0.1696255588453217"
2019-12-31,"008L5S-E","000BZV-E",,,,,.057249773,"0.0640169054133698"
2019-12-31,"000V94-E","000C0J-E",,,,,.0027176191,""
2019-12-31,"000LMZ-E","000C0J-E",,,,,.032339409,""
2019-12-31,"05J0FX-E","000C1N-E",,,,,1,""
2019-12-31,"007807-E","000C1N-E",,,,,1,""
2019-12-31,"000N01-E","000C1W-E",,,,,.000038442464,""
2019-12-31,"000N1N-E","000C1W-E",,,,,.000096259377,""
2019-12-31,"0H87PM-E","000C28-E",,,,,1,""
2019-12-31,"001PLQ-E","000C28-E",,,,,.045167837,""
2019-12-31,"000LM3-E","000C32-E",,,,,.0094292043,""
2019-12-31,"07DCNN-E","000C32-E",,,,,.0015507201,""
2019-12-31,"06TY9P-E","000C32-E",,,,,.014757525,"0.0147575251682999"
2019-12-31,"0010Y2-E","000C32-E",,,,,.0065558231,""
2019-12-31,"0011GL-E","000C35-E",,,,,.020512411,"0.020838750242283564"
